id,post,label
4646,just noticed that has very few if any black executive vice presidents could be with better jobs more black fathers would want kids,1
4647,presentable nonthreatening white dudes good,0
4648,they are all heros to the black community make no mistake a whole lot of black people hate white people,1
4649,any proof that theyre white supremacists,0
4650,What do you say to a woman with two black eyes Nothing you already told her twice,1
4651,agreed theyre bunch of thugs really they are,0
4652,egypt anti-morsi petition gathers over 2 million signatures,0
4653,us appeals court revives holocaust suit against hungary via withjewswelose,1
4654,show me buddhist mandate to kill muslims ill show you islams mandate to kill polytheists,1
4655,trump is not racist you idiot because you dont get a job it is the places you are going to that are racist get facts straight,0
4656,white racial violence escalates via this is sad over 300k dead but since they are white no one cares,0
4657,it was in churchill school that we sat anxiously one morning white boys w our white teacher awaiting election,1
4658,yosemite struggles to find an answer to traffic woes immigration,0
4659,no moe white america no more plantation deal with it accept it,1
4660,white disgruntled exemployee shot boss,0
4661,damn african dana is a problem what do you want done with ones here already,1
4662,oh look more facts hang on you could be called racist here -,0
4663,sad that u dont understand what liberty means lovewins generationnoh8,0
4664,the patriots it wasnt even antifa sorry been busy today missed the live stream,1
4665,troops on border and close border for three years no illegals and no drug traffic gov does not want that we do,1
4666,just a money machine to get other peoples money to line their own pockets,0
4667,race-mixing contributes to white genocide no doubt about it,1
4668,u guys n ur race wars r basically just white isis racism will never be out the shadows again,0
4669,white people helped half white obama win twice and i bet you werent complaining then hypocrite,1
4670,10 werent also crime is dropping in nyc b c black and brown people know the cops are watching them,1
4671,this not funny at all bruh,0
4672,rt the helpfully explains this morning that 53 of white women voted for trump therefore they were angry white women hmmm,0
4673,coke is black it cant be racist,0
4674,sweden white women told not to go out alone at night due to rape epedemic swrm via,0
4675,the kkk is a terrorist group white kids that shoot up schools should be called a terroristits not about race,0
4676,think about it the coservative christian party thats all about familyvalues has a candidate with no values nevertrump,0
4677,us is more anti-assad than anti-isis gives 700m to anti-assad forces it wasnt assad who went berserk in paris,0
4678,the real ted cruz the most spectacular liar to ever run for president,0
4679,all day today the promoted tweet is paid for by - - labeled a hate group by and has ties w white nationalists,0
4680,white lives dont matter diversity means chasing down the last white person,1
4681,aint that america how witchcraft empowers queers and trans people via,0
4682,people with a shred of decency would be phased,0
4683,only white people can be racist,0
4684,charlottesville counterprotester who ignited spray can is charged,0
4685,i agree completely i cant stand it when people promote tolerance such low expectations its only slightly above hating people i prefer love st paul reminds us that it is the greatest of all gifts,0
4686,a white ethno-state would not tolerate abortion for healthy white babies i abhor individual expressionism in all its forms,0
4687,renegade roundtable thought criminals 9-12- 15 - renegade broadcasting,0
4688,take the money away from sanctuary cities,1
4689,ny senator white people dont eat the way we do via,0
4690,a negro who writes i already have my doubts about this story -,1
4691,pro white anti jew perfidy hero john friend interviewed on australias the crazz files,0
4692,total annual cost of illegal immigration to american citizens is expected to surpass 1 trillion dollars by end of 2017,1
4693,mexicos president is the racist sending the mountain people to us ever seen a tall white skinned mexican jumping the fence,1
4694,there are evil white men and evil black man,0
4695,best wishes to you eli on whatever you do nextyou ve done so much within less than a year of activism its been amazing so inspiringour people are so fortunate to have you regardless of which specific organization you are or arent working with,0
4696,im a red white and blue nationalisteat your heart out you old scumbag hillarysucks,1
4697,whitegenocide is real stop making light of confederate issues stand up for america - - be american dixie,1
4698,audio anti-racist threatens white nationalist with violence on radio show,0
4699,uk universities to ban feminists and conservatives to avoid offending muslims,1
4700,confederate statues are a symbol of white power which has killed millions of black people over the years,0
4701,politics history and videya are my hobbycalling people racist with no claim is not unlike you,0
4702,video racist black teens brutally beat white student on school bus read more,0
4703,show me in the constitution where it ever addresses sodomites and lesbians getting married,1
4704,australia considering a tougher citizenship test c via,0
4705,liberia people not libya liberia was,0
4706,those people in the black and white photo were ahead of their time,0
4707,this is not a white nation you are in the wrong country,1
4708,dysfunctional broken human beingsyou rage at winners like trump less out of ideology than a seething,0
4709,the concept of a wall is ludicrous,0
4710,antifa terrorists they could be already locked up already doubt that will happen but lets hope,0
4711,youre wrong im white and my kids are white,0
4712,he was embraced by conservatism conservatism and lefties love lgbt not us,1
4713,putting 95 year old germans on trial and ignoring muslims raping their way across europe sounds logical,1
4714,he did say our people in the second line i guess thats as close as he can get to not being called a,0
4715,is mostly spanish a white enough mexican altrightgooglesearches,0
4716,reminder our talk radio show is later today and we hope youll join us politics news,0
4717,is it true you can make duck calls out of jew teeth,1
4718,sessions to congress daca answer in your hands via,0
4719,christian hate minister walid shoebat says kill gays,1
4720,the republican party is not pro white people need to shed themselves of that delusion and build a white party,1
4721,ahhh another place dismantled by white supremacy terrorism,0
4722,i wasnt lol all of them white elitist organizations just using fake race wars to destroy middle class enslave us all again,0
4723,mexicans have such strong family values and natural conservatism that when they replace us the abortion issue will be solved,1
4724,have you ever read the background of the man disney his history is steeped in the occult as well as sexual perversion and satanism,0
4725,muslim persecution of hindus in india - - the story you wont see in the western mainstream media by phyllis chesler,0
4726,have you heard about separation of church and state constitution no not surprised youre part of the old white guy hate group,0
4727,both intelligent black patriots dems new chains they want to put on minorities go by the names blm antifa,1
4728,i am still trying to figure this out hunter if negroes worked in peoples houses and worked in the fields with poor whites,1
4729,im jewish which means im a not white,0
4730,correct theyre not so why are they here get rid,1
4731,no one is for abortion we are for personal choice stop lying,0
4732,really yur just a white supremacist racist pig who us all look like slime,1
4733,yes antifa and the klan are both racist democrat hate groups,0
4734,federal judge says he will declare ohios marriage amendment unconstitutional h t,0
4735,lol english-imposter jew-sanders is commie hypocrite lives in lily-white state of vermont where white lives matter,1
4736,racist are idiots thats why they racist to have other idiots to hang with,1
4737,bingo im telling you the worst racist things i have ever heard were from white liberals many onl,0
4738,written by white dude,0
4739,youre calling everyone there a white supremacist,0
4740,rt west bengal now most unsafe state in india sonar bangla turning into a terror state bengalaskmamata,0
4741,okay if you believe that then you truly are deluded hijab is oppressive to woman kind i revere women they are humanitys future be gone,1
4742,mlk fbi files vindicate white nationalist critics via,0
4743,rt when trump repeats paris is no longer paris hes encouraging the white nationalism that drives his movement and his white house,0
4744,white evangelicals adopt black embryo triplets via,0
4745,has a fan in russia altright maga mir hillarysaltrightspeech,0
4746,What do you feel when you see a black man running The recoil,1
4747,aap is congress minus ghandhi family,0
4748,i know its not working out and i know we need to push back people came here for econ reasons they can leave for econ reasons they get,1
4749,holocaust debate comments news germany submits film on auschwitz trials for the oscars this sounds li,0
4750,thats funny because moore is infamous only because he did the exact opposite of that,0
4751,white race is in danger do not delay wipe out china north korea they r hand in glove,1
4752,really i dont see white males continuously raping women because they arent in burkas or strapping bombs to their kids your name is anti-racism so the fact that youre racist against whites makes you a bigot how do you not see that or is racism against whites not a thing,1
4753,white people need to start killing the enemy,1
4754,this will have no effect on john conyers or his legacy whatsoever hes an easy sacrifice for the left to make trump supporters are making a big mistake going along with this game on the lefts terms,0
4755,one things for sure the white geniuses running white nations today have not,0
4756,two wrongs dont make a right im sure theyd rather be given their own part of america than be sacrificed to the melting pot,0
4757,he is a schizophrenic why does media hide that fact i seen videos that made me think,0
4758,media have ruthlessly vilified hobby lobby for defending religious liberty fight back this saturday hobbylobbyday,0
4759,People are like jelly beans No one likes the black ones,1
4760,trump picking sessions as ag just keeps getting worse sessions gave us rosenstein and m,0
4761,when you figure out who won wwii the you will understand why modern america is as it is,0
4762,stop all third world immigration to britain our country is being stolen happening in usa too,1
4763,is this true 84 schools have no white british pupils in the united kingdom in 2013 via,0
4764,jewish harvard professor noel ignatiev wants to abolish the white race via wr,1
4765,nordic women they do more than make sandwiches via,0
4766,anthony hervey funeral set for august 2nd by hunter wallace i promised several people that i would publish th,0
4767,holocaust debate comments news how are the dachau gas chambers explained in the official story hello,0
4768,newsflash im not just white,0
4769,it is good that blacks are driving a wedge between them and white people we must make sure our people are aware,1
4770,too busy with fake news,0
4771,exactly unfortunately too many whites are short-sighted and unable to see what our fu,0
4772,america is not a white country last time i checked this,0
4773,spanish are white some have mixed genes due to islamic occupation but most are white,1
4774,she was innocent what a shame that saddhvi pragya singh was torturted for such a long time,0
4775,free speech for jews anti-whites only,1
4776,does a muslim ban really matter that much if we actually wanted progress wed need a hispanic ban,1
4777,i am really really quick but do have a bit of a glow from my holidays can i still run in the white race,0
4778,federal appeals court dismisses national day of prayer challenge,0
4779,echoes of kevin williamson here white working class communities deserve to die,0
4780,pathetic comments no force in islam they wear scarfs no head bags and they marry men,1
4781,these are not exactly comparable cases mulayam singh is a better comparison,0
4782,kill youself racist faggots,1
4783,white genocide accelerates university removes portaits of white male professors more,1
4784,we should militarize our borders transfer all basic training to the border states use patrols and apprehensions as part of basic,1
4785,1 any degree of white advocacy or simply concern about white demographics is condem,0
4786,this video shows that sweden has far worse traitors than even our own homegrown secularists in india,1
4787,tomo kejriwal will wave papers say jaitley too is corruptduring upa regime he listed 15 corrupt ministersthen formed govt wid same cong,0
4788,we can no longer be silent about this people of all races must come together and speak out against the deliberate displacement of whites,0
4789,i also respect people like hunter wallace and matt heimbach stand up guys,0
4790,if you join we can make america a great aesthetic pro white european effective and efficient empire,1
4791,liberals vs conservative is a white peoples cilil war,0
4792,kiran bedi as central minister will be better administrator than kejriwal,0
4793,Whats one thing you never say to a school shooter Think of the children,1
4794,lol we are doomed saying your proud to be white is racist lolololol what if you say proud to be black or asian or gay just lol,1
4795,german media reports multiple deaths at munich shopping centre following shooting,0
4796,that symbol wassist you rost white trash get over it,0
4797,more jew,1
4798,isnt it amazing those white men are protecting mostly black and latino babies,0
4799,it was a night that millions of people didnt watch too because we dont share the same culture,1
4800,white ethnostate in uganda when,0
4801,now you understand why india badly needs fuhrer,0
4802,if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word hes a cautionary tale,1
4803,merkel condemns violence targeting refugees in e german town of heidenau over the weekend,0
4804,1 white nationalists have killed more people than muslims since 911,0
4805,but money is what makes the world go round ask those that do not have money,1
4806,white liberals are the most racist people i know,1
4807,kasich is a warlock literally sucking the life energy out of everyone in the room gopdebate,0
4808,bans me for maintaining civil discourse while does not remove people saying white race superior down with non-whites,0
4809,utah guardsman dismissed for objection to gay marriage,0
4810,we are optimistic about future of india with how ever we are also watching there are a number of turncoats in,0
4811,fair is racist is it a hate group you decide --,0
4812,no one loves the kkk,0
4813,holocaust debate comments news grammy nominated rapper promotes holocaust denier supremacist jews w,0
4814,adolf hitler jews can never rule the world unless they bastardize the white european races,1
4815,stop all muslim immigration now,1
4816,anti-white privilege the occidental observer,0
4817,amerikwa is in terminal decline due to self-hating marxist kikes controlling mainstream media and brainwashing white people,1
4818,only if you are afraid that america is turning non-white if it is so what you wont be here younger people are not racists fools,0
4819,handoverlakhvi i dont see that happening coz for pak all anti india ppl are called social workers there remember saeeda abeeda n hafiz,0
4820,why so much jewish fear and loathing of donald trump the occidental observer,0
4821,ev1 here black white playing racelympics is equally stupid,0
4822,the more our white race learns about their own history the more they want to know,0
4823,obama paid for the illegals,1
4824,the comment was more of a conditional white people must not be fractured or well may,1
4825,from china to india to egypt to meso america all ancient white civilizations were destroyed by diversity,1
4826,the confederate flag has nothing to do with being white only being a white supremacist,0
4827,why arent u talking about white on white crime in republican controlled cities and what does crime have to do with protests against hate,0
4828,americans are white it was founded created and ran by whites until boomer hippies got white guilt,1
4829,milo and pjw are tools to start red pilling normies they serve an invaluable asset to the greater goal smh,0
4830,remember democrats believe felons should be allowed to vote blmkidnapping,0
4831,its a fact youre a marxist now weve come full circle enjoy your marxism,0
4832,breaking the entire us senate has been invited to the white house for a briefing wednesday on the north korea situation,0
4833,18 percent of national review readers are below the age of 54 maybe these cucks should do some outreach of their own,1
4834,palestinians exists like texans or egyptians exist human rights including residency dont depend on race or religion,0
4835,america needs a new cuck liberal party,0
4836,from a reliable source i came to know that now west bengal has 37 muslim voters difficult 2 believe for me but common people too think so,0
4837,instead of just white which includes racially white hispanics,0
4838,Whats the only time you wink at a black person When youre aiming,1
4839,youre not white youre tacist,0
4840,what is entry level social media pay at the kremlin what shifts are available,0
4841,the white race we must talk for its beginning about 4 millions and 900000 years ago as the first race so the red and then the black,1
4842,dreams of eurocide non-white immigration as a weapon of race-war,1
4843,oh huff po if you only knew the hate that flows in the white american male,1
4844,white genocide,1
4845,this joke would be a lot funnier if the person you were making fun of was less cool than yo,0
4846,rt latest american nazi party report on types of people in this nationalsocialist movement wpww politics,0
4847,and people wonder why chicago is the way it is and no one seems to pay attention to it you cannot commit a hate crime against white people,0
4848,lol youre citing a white supermicist eugenic affiliated anti immigrant think tank whose objective is to keep usa a white hegemonic state,0
4849,its not but white supremacist think it is,0
4850,thats not antifa there were congressperson tom garretts folks there filming people tho tanner hirs,0
4851,the false narrative its open season on killing whites and cops via,1
4852,fair is a hate group dan stein is a disgusting racist,0
4853,population control with harsh means is top agenda restore hindu population proportion of 1947 no voting right if more chldn,0
4854,kumar bishwas may join bjp soon after being targeted by islamic fundamentalists,0
4855,but is it this is what the media is reporting,0
4856,dems hate white people just look at the candidates for dnc head they actually say it,1
4857,all due caveats about exit polls but this is not looking like a revolt of the jobless its about identity race nationality gender,0
4858,new its ok to be white advert,0
4859,sexual orientation is innate religion is a behavior but wrong according to who you,0
4860,lahore was a beautiful city dominated by sikhs and hindus we lost it,1
4861,all daca recipients except those in the service must be deported thats what we voted fornot negotiable lets concentrate on american dreamers for a change,1
4862,chin up well all soon be compelled to accept everybody is a racist the right thing when gene editing life extension science is commercialized competition for white asian dna makes it irrefutably clear the negroid dna has no commercial value 100 yr extinction event,1
4863,37 of women having abortions are white 37 are black 19 are hispanic and 7 other races,0
4864,one of the many shortcomings of white supremacists is their inability to understand which murders are newsworthy,0
4865,theres always a jew in the woodpile,1
4866,and if the victim is a white woman the crime is overwhelmingly a white perp,0
4867,proof of white genocide video,1
4868,you hate like a jew you are fixated on hating white christians like a jew,1
4869,but hey that fat whore sure did make a fabulous sock puppet minus the smell and liquid discharge,1
4870,i dont care what trump wants i care about whites and the most effective means,0
4871,media suppressed this debate for years the altright is gro,0
4872,youre also a white supremist,0
4873,white people do something,1
4874,watch these middle age white ladies eat up being told they are all racist fighting racism with racism lol,0
4875,glaciers nordic women peace and prosperity libs tell me a white ethnostate is racist so what,1
4876,faces deportation how can i only be facing deportation he should be locked up until we can figure out a way to get them out of our country,0
4877,today is friday ff for the white workingclass,0
4878,she may make bjp a police party,0
4879,lol bet you a large percentage of that is white,0
4880,one more cop shot by a muslim it was a woman so mainstream media doesnt care to report,1
4881,there are many good people like this one,0
4882,expressing love for your own people makes you a hate group if youre white,0
4883,didnt know he was a racist hulkster,0
4884,holocaust debate comments news more holocaust absurdities auschwitz eyewitness survivor dov pa,0
4885,video latino kkk says you are too white to be american afire tcot teaparty illegal,0
4886,elite policy debate on immigration does not match americans views says study,0
4887,not all white grandfathers were racist and those ppl are not us,0
4888,Why are jews ok with holocaust jokes Because theyre used to being roasted,1
4889,join the fight for the white workingclass,1
4890,beautiful shot of the supreme court bldg this morning praying justice is done for jack phillips dec 5 when hears his case no one should be forced by the government to do something contrary to their deeply held beliefs justiceforjack,0
4891,white family look so awesome,0
4892,ministries can keep feeding homeless standforrfra rfra,0
4893,we are trying to fight isis and now our own people are killing our police our country is divided and out of control the world is watching,0
4894,i think certain people wanted a berkley in dc but nobody cared about them,1
4895,how about white catholic priests raping hundreds of thousands of white christian boys,0
4896,1 they have courage of conviction those white men who publicly gather as white men thei,1
4897,flawed individuals perhaps like all of us but people who were prepared to ri,0
4898,n go home vandals target black womans maryland home,0
4899,its in the picture 1488 banner directly behind los i was there too you fai,0
4900,shouldnt have funds for any illegals other than expediting them out of here asap,1
4901,he is also a black racist dont forget that,1
4902,all american poor communities black white asian hispanic mexican i just dont see controversy,1
4903,hate crimes are a joke its a one way street against white people,1
4904,warrior woman for our white aryan race 1488,0
4905,what abt white slavery and child traffiking,1
4906,you hate white people simply 4 being white you want to spread that hate and increase it you hope 4 evil thingsyou want whites to hate you so you can lie look they hate me bc im blackbut vast majority of black people are good they deserve better than you,0
4907,you cannot build an ethnostate without an insane amount of killing and violence,1
4908,build a wall so rednecks can pick strawberries and bus tables,1
4909,our dont apologize for being white sign is now white suprema,0
4910,patriotic germans demand merkel be hung for attempting to genocide the german people more,0
4911,our much-awaited map of hate crime hoaxes is here weve mapped over 100 hoaxes that occurred since june 2015 summaries of each case can be viewed on the map while a detailed spreadsheet view allows for deeper dives,0
4912,sure they do have a right this is america -,0
4913,marxists arent anti-white theyre universal egalitarians,0
4914,amnesty plan rollout may be as successful as obamacare defundamnesty,0
4915,6219 408 5895 116 whats the actual figure jews whats the actual total bought politicians exactly 6 mil sheep lies,1
4916,fair is a racist white supremist groupcan t hide it boy,0
4917,white people whose ancestors invented america as of right now have no civil rights protections none,0
4918,i grew up in new castle va 100 white then prolly still is today lots of white pride,0
4919,who told you im anti white im white myself how could,0
4920,depends how you define alt lite if by alt lite you mean civic nationalists yeah,0
4921,completely understandable but theres a narrative here the calls for white people to,0
4922,are you racist for criticizing an idea rt stopislam billwarnerphd makedclisten cspi,1
4923,hindus abused by calling some one murkh dusht etc mc bc harem zada are all islamic expressions brought in by slaves,0
4924,You communicate like a girl I just dont get it Im a guy You need to just say what you mean,1
4925,i will take white nationalism jewish nationalism,1
4926,as white american man i couldnt b more sickend by racist commentary u seem unable to control urself from making,0
4927,ive been called a racist 5 times today elder because im a white trump supporterthe democrats are the party of hate its all they have,0
4928,immigration hurts southern workers demonstration in gainesville ga on saturday tcot,0
4929,is atlanta still considered the south or new congo,1
4930,heroic 13 year old white girl stops brutal black robber-killer in south africa read more via,1
4931,then why so ado charolettesville was white on white crime not 2 politicize a abominable tragedy,0
4932,as we know jared taylor and dylann roof both think jews are white,0
4933,walid shoebat on the bergdahl family islam connection the savage nation march 26 2015,1
4934,yep genetics is racist jesus man quit drinking before its too late,1
4935,american white christian terrorist,0
4936,ethnic cleansing of europeans in america increased nearly half of youth population is non-white via,1
4937,obviously a white supremacist,0
4938,there are christians all over the world and not all of then are white and no true christian supports white supremacy only god is supreme,0
4939,from canada illegally just white people assume,1
4940,true heroes never die cuck,0
4941,i wish theyd just be honest and say white people we want you to die out replace you with low-iq slave workers,1
4942,onion muncher should move to the us to work for his buddies at gay hate front alliance defending freedom,0
4943,america hates you kkkliven bundy gun humpers keep making the wrinkly white wing of gop trailer trash whiter wrinklier,1
4944,because prior to that almost everybody in white societies was white,1
4945,rt jewish jews 100 ok zionism 0 not okzionism is racist fascistn idiolgie like nazism fascism aparth,1
4946,i wonder how theyre going to try and blame the alt-right for this,0
4947,christian or jew then no dismissal,0
4948,our government is an open sewer of corruption and incompetence politics news,0
4949,exclusive syrian refugees in lebanon waiting to come to uk infiltrated by isis syrianrefugees,0
4950,it is also not possible without indian help but when will we understand n will search them they r between us so alert,0
4951,thanks for being smart enough to know a wall can be flown over by airplanes crazy concept i know,1
4952,leftist view is white racist it comes from judaism and hatred of anything roman check this from 2500,1
4953,antifa are isis without the bomb vests,1
4954,almost all the people who go to these things are white but it isnt racially exclusive,0
4955,thousands of russian troops head to turkish border as us planes flee from syrian skies via,0
4956,israel spies on america to make the first move against the white race via,1
4957,i support the white brotherhood,1
4958,if america is to be the worlds policeman job 1 is to arrest try and punish criminal zionists and media owners,0
4959,what do you give an african child for its first birthday roses on its grave,1
4960,7 pedestal the fact that hillary could even run for president after everything we know about her shows what a low moral compass dems have but make no mistake about it that will also show up in history books years from now as a huge stain on republicans who also knew yet did,0
4961,the north continually threatened the southern people from 1830 on that haiti was their fate if they,0
4962,fair is codename for white trash,1
4963,place rham under arrest and shoot the bastard while hes attempting to escape you know chicago style,1
4964,hung black men are a symbol of white supremacy too can we get rid of them as well,1
4965,that rules out antifa their ideology is based on hate hate of whoever the corporate media machine says is politically incorrect,0
4966,not all white people,0
4967,yeah cmon you libs stop race baiting nevermind those white folks,1
4968,breaking obama to nominate merrick garland to supreme court scotusnominee,0
4969,mamatas peaceful tmc mp idris ali praises zakir naik who inspired indian youth for terrorism,0
4970,what about being white makes you a better american like you realize youre advocating racism right,0
4971,obama admin will force coverage of birth control abortion drugs pro-life,0
4972,ndtv telecast false fraud news only its dreamno such invitation pm is not angry at allndtv grudge on bjp is welknown,0
4973,i think we knock off the hearings for illegals and us the taxpayers will gladly cough up the money to repatriate them to where the hell they come their foreheads so we know they got deported in case they come back,1
4974,check out this article from this is in our own fair city,0
4975,what kind of queer is named kit,1
4976,pa and driver of munde know much more than is presently presumed offenders are well connected and r able to divert attention,0
4977,this is why i cant support it white identity is post-enlightenment abstraction te,0
4978,hey look theyre all old white people seems fair,0
4979,waah such fragile little white snowflakes,1
4980,You know what they say Once you go black your a single mother,1
4981,starvation and barrel bombs,1
4982,some would say that racial progress has been very good so your opinion of no,0
4983,black serial armed robber disguised himself as a white nationalist skinhead via,0
4984,so beautiful you are real white beauty,0
4985,white flight from southern democrats doomed landrieu via,0
4986,whites kill whites like blacks kill blacks like asians kill asians etc we kill what we see everyday,0
4987,so racist listen to malcomb x,0
4988,gov talks shit about immigration to get votes we americans suffer its not that hard to deport illegals put military on the borders shut down businesses that employee them end of story,1
4989,but apparently a safe space for racist white children is applauded,0
4990,another reason to be disturbd by the america-hating jihad enabler in white house rt such a peaceful religion,1
4991,charles murray doesnt belong here - american renaissance via,0
4992,at least 180 companies already want to help trump build the wall via,0
4993,update german media quote security sources as saying a gunman has shot himself after an attempt was made to arrest him,0
4994,governor brown and radical dem california state govt must be voted out 74 per of california citizens dont want corrupt sanctuary state,0
4995,awww poor lil fat white thugslol,1
4996,you really should denounce your white privilege lol,1
4997,white lives matter event page via,1
4998,taliban pink balloons western tools against islam,0
4999,cuckservatives trumps white nationalist fans discredit hiscandidacy,1
5000,kick those scums out great job they are a plague,1
5001,joining now to talk govt shutdown and obamacare battle standwithcruz,0
5002,defeats the whole point of anarchy these people are brainwashed socialist sheep following the leader,0
5003,campaign end modi in 2014 437 rallies 5827 public events 300000 kms 25 states lesson in endurance mental discipline resource mngmnt,0
5004,these are more lies by the cruz duo heidi recommended naupastor also lyinghe wrote secpeac part,0
5005,uhm i wonder what percentage of white nationalist racist knuckle draggers are progressives my guess less than 1 u 2 care to guess,1
5006,go away jew boy jewishsupremacy israeldid911 usury istandwithsweden whitegenocide,0
5007,theres is and should be zero place in america for sickos like you all kkk,0
5008,self-hating white liberals should do the world a favor and kill themselves dont you agree,1
5009,you are way off random group of citizens kkk show me the parallel btw the two,0
5010,regardless of where you try to do them any white nationalist rallies marches will be met w,0
5011,detroit the death of white civilisation via race demographics nationalism ethnicity europe,1
5012,how are they being forced to film gay or lesbian marriage if this is a religious message are they designated as a church,1
5013,santorum 2012 voters showed up for cruz in a low turnout caucus state not really surprising,0
5014,you guys seem really cool how can i join your white power party,1
5015,what evidence do you have that trump is good for white people,1
5016,theres a good reason for this these are all caucasian people,1
5017,we are full of love love for our people and we have the formula for freeing ourselves from the bondage of moral intellectual decay,0
5018,in original vedic view there is no outcaste or untouchable all humanity forms a single organic being my study,0
5019,pl ask to give details of 22000 mws and not count few hundred villages out of 6 lakhs,0
5020,can you guys be trusted,0
5021,you mean other than white because if you white you get no justice maybe before but not any more,0
5022,where can i get a kkk hat for when im driving to the ghetto of my town,1
5023,economist says national debt really 211 trillion ifiwereu federal job libya jbs ukriots us,0
5024,liberalism has always been on this trajectory it has always undermined social hierarchies and cultural norms the woman question is one facet of the larger issue it really is a slippery slope from the rights of man to atheism amd transgenderism,0
5025,rt small peaceful groups takes whole city hostage same story repeats again again across towns of india,0
5026,or do they think that 911 is the greatest tragedy to ever occur and that keeping america white is the only way to stay safe,0
5027,look as long as you goys dont point out that jews get zionism israel and we suppress white nationa,1
5028,communists torture and massacre priests nuns and choir boys in marxist upheavals in spain swrm via,0
5029,ive probably met people just like them,0
5030,leave milo alone he is exposing white people for their hatred of white people,1
5031,they should be hit in the face when its quite obvious you better punch her 1st before she does you self-defense,1
5032,liars and killer daubed on holocaust memorial day poster liars and killer daubed on holocaust memoria,0
5033,jews are only white when theyre shilling for something,1
5034,duke university islamic studies professor blames and for cartoon violence,0
5035,illegal immigrants legal immigrants nothing to fear dont be pc tell the truth,1
5036,those people almost forgot that kaffir is actually not insult now thats kind of funny i wonder what,0
5037,even being fed a lie based on antifa panic by to get people to come people like my friend still cape for him,0
5038,indiana talk radio isnt giving air cover to ted cruz via,0
5039,i bet its more people just dont want to admit it,0
5040,every american whether public official or private party should be able to live work according to their beliefs,0
5041,thanks for sharing our article chad sorry the wrong link popped up here is the correct one,0
5042,translated milo realizes as a jew he will not be included in white identity politics and would be a minority,1
5043,rt had write its nj marriage statementyou know the guy who admits he wants to jail export gays,0
5044,its different immigrant groups want to move in and live alongside white americans you want to evict or kill non-white americans,0
5045,its already mainstream thought white people just deserve to be treated fairly,0
5046,so pence said would support trump as nominee and praised trump in his cruz endorsement nailed it,0
5047,did the holocaust actually happen,1
5048,a wall is meaningless once amnesty is granted in time they will tear down the wall like they are tearing down statues notrumpamnesty,1
5049,we know how patriotic you are mr india policy,0
5050,breaking russian defence minister says a joint operation will soon be carried out with the united states in aleppo,0
5051,rt al franken admits guilt after photographic evidence of his abuse surfacesmitch lets investigate in alabama zero evidence allegations 100 rejectedmitch moore must quit immediately or be expelled,0
5052,wow just wow white people paying respects to another white person who was unjustly killed absolutely disgusting,0
5053,jews and nonwhites are openly showing us their hatred right now when will you get it white people,1
5054,so much hate at vvs17,0
5055,nationalist populist and brace patriot cant you recruit some more like you,0
5056,the war against white people proof tcot,1
5057,this is what becoming a groyper does to your life people it is an irreconcilable decision,0
5058,pelosi is not a human being not sure what she is but human she is not look at swamp creatures category ask mulder,1
5059,they keep this up its for sure gonna happen,0
5060,all swans are white is disproved by this swan is black there master logistician,0
5061,are women incapable of taking care of their own bodies,1
5062,3 they see you as a white man youre going to be forced to acknowledge your identity eventually,1
5063,obamas son killed brittany watts for being white via,0
5064,15 minutes before you go to sleep mr pm dismiss all swiss agents,0
5065,yelling i hate white people and punching one isnt a hate crime canadian judge rules via,0
5066,We have this huge military Why dont we just go down there and create an ethno-state for whites Most of the blacks werent even there when South Africa was founded by whites,1
5067,because the murder victim was white,0
5068,do you know that if you walk any where in south africa as white nationalist you get kill dont ever go there my dear,1
5069,and because they dont wear diapers but they should watch a dog pee is antifa any different marking their area,0
5070,texas is for trump even ex cruz supporters r voting trump 2a and supreme court justicesbiggest el,0
5071,im disappointed that michael flynn resigned it is a huge mistake to feed the beast who cares what these people think,0
5072,australia pro-hamas jew-haters terrorize bus full of jewish children screaming kill the jews and heil hitler,1
5073,cuckservatives trump tubmans and trannyrestrooms,1
5074,and many millions executed the white race lost its champion and have never recovered but there is hope,0
5075,beware of foolish low iq germans just being born in germany is not enough,0
5076,i dont see this white privileged you speak of my husband is white and the only white privileged that man gets is breaking his back to pay for medical insurance that cost up to 750 a month but whatever,0
5077,youre right and of all the groups in america that are being trampled upon the white working class is getting it the worst,0
5078,why cant the man be white and the women black,0
5079,hes a very bitter man,0
5080,the trump campaign just selected one of the countrys most prominent white nationalists as a via,0
5081,wow dude you did it youve beaten identity evropa how will they ever recover,0
5082,white power black parasite blacks have contributed nothing to humanity,1
5083,your right any are better than islam,1
5084,no death is their poison white man defend your own join and love your race they call to you raise the banners of freedom,1
5085,official nyc oi fest poster get tix here,0
5086,bcs in this hell hole state illegals have more rights than citizens,1
5087,the white ghetto kentucky national reviewhas a new article on poor white southerners in greater appalachia,0
5088,encourages community to respond peacefully respectfully the same way the local antifa com,0
5089,is really letting milo and the alt-lite have it in this video yes their hypocrisy and idiocy is unbelievable,0
5090,we live in a system of systematic white supremacy it effects us on many levels,0
5091,want america to be safe and secure the wall will make it worse not better,0
5092,lol man brother got to proce he aint lost his mind welcome to being a white supremist u dont need to be white ask williams,0
5093,one power specifically granted to the president is control over immigration,0
5094,the 3rd world was once great civilizations dont forget,1
5095,ron paul rips ted cruz,0
